reports, acn, state, facility_website, main_activities, facility_id, postcode, abn, jurisdiction_code, jurisdiction_facility_id, primary_anzsic_class_code, first_report_year, facility_name, suburb, primary_anzsic_class_name, longitude, latitude, street_address, registered_business_name
8,"007030757","SA",null,"BULK PETROLEUM STORAGE FACILITY","518414","5268","50007030757","SA","SA0271","3321","1998/1999","BORDERTOWN DEPOT","Bordertown","Petroleum Product Wholesaling",140.777778,-36.310833,"EAST TCE","ADVANCE PETROLEUM P/L"
5,"007030757","VIC",null,"Bulk Petroleum Storage Facility","532992","3556","50007030757","VIC","00009125","3321","1999/2000","Bendigo Depot","Eaglehawk","Petroleum Product Wholesaling",144.207815,-36.740444,"43A SANDHURST RD","ADVANCE PETROLEUM P/L"
6,"007030757","TAS",null,"Bulk petroleum storage facility","522604","7255","50007030757","TAS","TAS 348","3321","1999/2000","Flinders Island Depot","Flinders Island","Petroleum Product Wholesaling",148.015632,-40.123045,"LADY BARRON","ADVANCE PETROLEUM P/L"
6,"007030757","VIC",null,"Bulk petroleum storage facility.","529190","3215","50007030757","VIC","00004713","3321","1998/1999","Geelong Depot","Geelong North","Petroleum Product Wholesaling",144.364172,-38.079493,"BP DEPOT 232 MELBOUNRE RD","ADVANCE PETROLEUM P/L"
4,"007030757","VIC",null,"Bulk Petroleum Storage Facility","533056","3950","50007030757","VIC","00009129","3321","1999/2000","Korumburra Depot","Korumburra","Petroleum Product Wholesaling",145.749401,-38.475513,"BP DEPOT 38 SANDERS ST","ADVANCE PETROLEUM P/L"
2,"007030757","VIC",null,"Details not supplied.","535124","3351","50007030757","VIC","00020304","3321","2002/2003","Lake Bolac Depot","Lake Bolac","Petroleum Product Wholesaling",142.839363,-37.715325,"GLENELG HWY","ADVANCE PETROLEUM P/L"
8,null,"QLD",null,"Pig Farming","512876","4361","19596183714","QLD","Q064ILP010","0192","2004/2005","Hinz's","Clifton","Pig Farming",151.848611,-27.936111,"Upper Pilton Road","HINZ FAMILY TRUST"
4,"007030757","VIC",null,"Bulk petroleum storage facility.","529816","3305","50007030757","VIC","00004771","3321","1998/1999","Portland Depot","Portland","Petroleum Product Wholesaling",141.605288,-38.334679,"BP DEPOT KENNEDY ST","ADVANCE PETROLEUM P/L"
6,"007030757","TAS",null,"Bulk petroleum storage facility.","522630","7260","50007030757","TAS","TAS 350","3321","1999/2000","Scottsdale Depot","Scottsdale","Petroleum Product Wholesaling",147.515898,-41.159871,"MAIN RD","ADVANCE PETROLEUM P/L"
4,"007030757","VIC",null,"Bulk Petroleum Storage","529672","3660","50007030757","VIC","00004762","3321","1998/1999","Seymour Depot","Seymour","Petroleum Product Wholesaling",145.132184,-37.028054,"BP DEPOT 4 CRAWFORD ST","ADVANCE PETROLEUM P/L"
6,"007030757","VIC",null,"Bulk Petroleum Storage Facility","529658","3630","50007030757","VIC","00004761","3321","1998/1999","Shepparton Depot","Shepparton","Petroleum Product Wholesaling",145.385435,-36.3981,"BP DEPOT 517 WYNDHAM ST","ADVANCE PETROLEUM P/L"
3,"007030757","VIC",null,"Petroleum Product Wholesaling","533084","3380","50007030757","VIC","00009131","3321","1999/2000","Stawell Depot","Stawell","Petroleum Product Wholesaling",142.698715,-37.116281,"33 LONGFIELD ST","ADVANCE PETROLEUM P/L"
6,"007030757","NSW",null,"Bulk petroleum storage facility","485428","2710","50007030757","NSW","195","3321","1998/1999","Advance Petroleum Deniliquin Depot","Deniliquin","Petroleum Product Wholesaling",144.951274,-35.558481,"Hardinge Street","ADVANCE PETROLEUM PTY LTD"
5,"075778728","NSW",null,"Hydrocarbon storage & distribution","492336","2360","28075778728","NSW","66","3321","1998/1999","Advantage Petroleum Inverell Depot","Inverell","Petroleum Product Wholesaling",151.108985,-29.760856,"Adelaide Street","ADVANTAGE PETROLEUM PTY LTD"
4,"075778728","NSW",null,"Hydrocarbon storage and distribution","487974","2790","28075778728","NSW","369","3321","1999/2000","Advantage Petroleum Lithgow Depot","Lithgow","Petroleum Product Wholesaling",150.305401,-33.375258,"6 Gasworks Lane","ADVANTAGE PETROLEUM PTY LTD"
4,"075778728","NSW",null,"Hydrocarbon storage & distribution.","491082","2575","28075778728","NSW","57","3321","1998/1999","Advantage Petroleum Mittagong Depot","Mittagong","Petroleum Product Wholesaling",150.434592,-34.45039,"Priestley Street","ADVANTAGE PETROLEUM PTY LTD"
2,"075778728","NSW",null,"Hydrocarbon Storage & Distribution","491368","2537",null,"NSW","59","3321","1998/1999","Advantage Petroleum Moruya Depot","Moruya","Petroleum Product Wholesaling",150.072902,-35.909312,"80 Campell Street","ADVANTAGE PETROLEUM PTY LTD"
5,"075778728","NSW",null,"Hydrocarbon storage & distribution.","488494","2505","28075778728","NSW","40","3321","1998/1999","Advantage Petroleum Port Kembla","Port Kembla","Petroleum Product Wholesaling",150.896567,-34.468607,"87-89 Flinders Street","ADVANTAGE PETROLEUM PTY LTD"
5,"075778728","NSW",null,"Hydrocarbon storage & distribution","490334","2824","28075778728","NSW","52","3321","1998/1999","Advantage Petroleum Warren Depot","Warren","Petroleum Product Wholesaling",147.835201,-31.699649,"Dubbo Street","ADVANTAGE PETROLEUM PTY LTD"
3,null,"NSW",null,"Hydrocarbon storage & distribution","492650","2357","28075778728","NSW","69","3321","1998/1999","Advantage Petroleum Coonabarabran Depot","Coonabarabran","Petroleum Product Wholesaling",149.283561,-31.266775,"Drummond Street","ADVANTAGE PETROLEUM PTY LTD (FORMERLY CROSS COUNTRY FUELS)"
15,"007414351","VIC",null,"Polyurethane foam production and conversion for use in furniture and bedding.","525736","3074","69007414351","VIC","00004164","1913","2002/2003","AFRO FOAM PTY LTD","Thomastown","Polymer Foam Product Manufacturing",145.004984,-37.69074,"3-5 CHAFFEY ST","AFRO FOAM PTY LTD"
9,null,"TAS","http://www.agl.com.au",null,"558288","7010","74115061375","TAS","Tas 463","2619","2008/2009","AGL Glenorchy Landfill Cogeneration","Glenorchy","Other Electricity Generation",147.2543144515,-42.8416011248,"Jackson Street","AGL ENERGY P/L"
9,null,"TAS","http://www.agl.com.au","Electricity Generation from Landfill Gas","558290","7004","74115061375","TAS","Tas 464","2619","2008/2009","AGL Hobart Landfill Cogeneration","South Hobart","Other Electricity Generation",147.2886600598,-42.8879688393,"McRobies Gully","AGL ENERGY P/L"
6,"076092067","VIC",null,"Natural Gas Cogeneration Unit","556852","3207","18076092067","VIC","00022831","2611","2007/2008","AGL Symex Cogeneration Unit","Port Melbourne","Fossil Fuel Electricity Generation",144.799612,-37.815672,"101 BOUNDARY RD","AGL ENERGY SALES & MARKETING LIMITED"
15,"076092067","VIC","http://www.agl.com.au","Electricity generation from burning sewage gas","534628","3030","18076092067","VIC","00019860","2619","2002/2003","AGL Werribee Biogas Facility","Werribee","Other Electricity Generation",144.641895,-37.915089,"NEW FARM RD","AGL ENERGY SALES & MARKETING LIMITED"
8,"074821720","NSW","http://www.agl.com.au","Combustion of landfill gas","570290","2540","57074821720","NSW","1257","2619","2009/2010","AGL Shoalhaven Landfill","Nowra","Other Electricity Generation",150.551991,-34.884848,"Flatrock Road","AGL ENERGY SERVICES PTY LIMITED"
11,"104759471","QLD","http://www.agl.com.au","Burning Macadamia Nut Shells to produce electricity and heat","501418","4570","80104759471","QLD","Q019ERG036","2619","2004/2005","AGL Suncoast Cogeneration","Gympie","Other Electricity Generation",152.69861,-26.22583,"RAFTER RD","AGL ENERGY SERVICES (QUEENSLAND) PTY LTD"
13,"074821720","QLD","http://www.agl.com.au","Burning of coal seam methane to produce electricity","501410","4744","57074821720","QLD","Q019ERG035","2611","2004/2005","Moranbah Power Station","Moranbah","Fossil Fuel Electricity Generation",148.016111,-21.985278,"LOT 54 GOONYELLA RD","AGL ENERGY SERVICES (QUEENSLAND) PTY LTD"
8,"074821720","WA","http://www.agl.com.au","AGL own/operate landfill gas flaring system","568694","6109","57074821720","WA","WA1215","2921","2009/2010","AGL Gosnells Landfill","Orange Grove","Waste Treatment and Disposal Services",116.012825,-32.022813,"Kelvin Road","AGL ENERGY SERVICES PTY LIMITED"
1,"074821720","NSW","http://www.agl.com.au","Landfill gas power generation","631906","2178","57074821720","NSW","1479","2619","2016/2017","AGL Kemps Creek Landfill Cogeneration","Kemps Creek","Other Electricity Generation",150.783155,-33.878379,"1725 Elizabeth Drive","AGL ENERGY SERVICES PTY LIMITED"
8,"074821720","NSW","http://www.agl.com.au","Combustion of landfill gas","570274","2251","57074821720","NSW","1256","2619","2009/2010","AGL Kincumber Landfill","Kincumber","Other Electricity Generation",151.403683,-33.476753,"Cullens Road","AGL ENERGY SERVICES PTY LIMITED"
5,"074821720","VIC","http://www.agl.com.au","Cogeneration Plant","595342","3018","57074821720","VIC","00030554","2611","2012/2013","AGL Qenos Cogeneration","Altona ","Fossil Fuel Electricity Generation",144.811306,-37.848833,"471 – 513 KOROROIT CREEK RD","AGL ENERGY SERVICES PTY LIMITED"
5,"074821720","NSW","http://www.agl.com.au","Landfill flare","596340","2650","57074821720","NSW","1358","2921","2012/2013","AGL Wagga Wagga Landfill Flare","Wagga Wagga","Waste Treatment and Disposal Services",147.389467,-35.207002,"132 ASHFORDS ROAD","AGL ENERGY SERVICES PTY LIMITED"
8,"074821720","NSW","http://www.agl.com.au","Combustion of landfill gas","570300","2256","57074821720","NSW","1258","2619","2009/2010","AGL Woy Woy Landfill","Woy Woy","Other Electricity Generation",151.292883,-33.505144,"Nagari Road","AGL ENERGY SERVICES PTY LIMITED"
5,"074821720","NSW","http://www.agl.com.au","Landfill flare","596342","2251","57074821720","NSW","1359","2921","2012/2013","Green Point Landfill Flare","Green Point","Waste Treatment and Disposal Services",151.382514,-33.451012,"KOOLANG ROAD","AGL ENERGY SERVICES PTY LIMITED"
8,"074821720","WA","http://www.agl.com.au","Energy generation from combustion of landfill gas","568696","6171","57074821720","WA","WA1216","2619","2009/2010","Rockingham Landfill Cogeneration","Baldivis","Other Electricity Generation",115.8154,-32.2881,"Millar Road","AGL ENERGY SERVICES PTY LIMITED"
4,"115063744","NSW","http://www.agl.com.au","Dehydration and compression of coal seam methane","495986","2570",null,"NSW","944","0700","2003/2004","AGL Ray Beddoe Treatment Plant Camden","Cawdor","Oil and Gas Extraction",150.673823,-34.08968,"Westbrook Road","AGL GAS PRODUCTION (CAMDEN) PTY LTD"
15,"009203463","QLD","http://www.agl.com.au","Oil and Gas Production","499576","4417","27009203463","QLD","Q012MOI001","0700","2002/2003","Silver Springs Gasfield","Surat","Oil and Gas Extraction",149.115839,-27.598167,"Glen Earn Rd","AGL GAS STORAGE PTY LTD"
19,"000119424","VIC",null,"Manufacture of surface coatings and resins.","525326","3020","59000119424","VIC","00004121","1916","1998/1999","Akzo Nobel Pty Limited","Sunshine","Paint and Coatings Manufacturing",144.828274,-37.770685,"51 MCINTYRE RD","AKZO NOBEL PTY LIMITED"
15,"009203463","QLD","http://www.agl.com.au","Gas liquids processing","499924","4428","27009203463","QLD","Q012SAN013","0700","1998/1999","Wallumbilla LPG Plant","Wallumbilla","Oil and Gas Extraction",149.187774,-26.695667,"LOT 227 ON PLAN WV1826 WALLUMBILLA SOUTH RD","AGL GAS STORAGE PTY LTD"
17,"077985758","VIC","http://www.agl.com.au","Operation of a brown coal open cut mine and 2100 MW power station","526972","3844","62077985758","VIC","00004339","2611","2000/2001","AGL Loy Yang","Traralgon","Fossil Fuel Electricity Generation",146.589831,-38.251662,"BARTONS LA","AGL LOY YANG PTY LTD"
19,"167859494","NSW","http://www.agl.com.au","Electricity generation","487984","2333","18167859494","NSW","37","2611","1998/1999","Bayswater Power Station","Muswellbrook","Fossil Fuel Electricity Generation",150.948889,-32.395556,"New England Highway","AGL MACQUARIE PTY LIMITED"
19,"167859494","NSW","http://www.agl.com.au","Electricity generation","484792","2333","18167859494","NSW","151","2611","1998/1999","Liddell Power Station","Muswellbrook","Fossil Fuel Electricity Generation",150.977589,-32.371724,"New England Highway","AGL MACQUARIE PTY LIMITED"
4,"085449092","WA",null,"Power generation","540848","6638","81085449092","WA","WA0260","2611","1999/2000","Windimurra Power Station","Mount Magnet","Fossil Fuel Electricity Generation",118.5325,-28.293056,"VANADIUM MINE VIA","AGL POWER GENERATION (MID WEST) P/L"
15,"086586192","VIC","http://www.agl.com.au","Peaking Power Generation 150MW","535358","3062","45086586192","VIC","00021386","2611","2002/2003","AGL Somerton Power Station","Somerton","Fossil Fuel Electricity Generation",144.950082,-37.629781,"40 OHERNS RD","AGL POWER GENERATION PTY LIMITED"
13,"010607664","QLD",null,"Pig Farming","512616","4356","37010607664","QLD","Q064ALP002","0192","2001/2002","Byculla","Pittsworth","Pig Farming",151.635,-27.765833,"Clifton Rd North Branch","ALPAIR PTY LIMITED"
19,"081074204","SA","http://www.agl.com.au","Electricity Supply - Generation Using Natural Gas & Fuel Oil","514728","5960","84081074204","SA","SA0019","2611","1998/1999","AGL Torrens Island Power Station","Torrens Island","Fossil Fuel Electricity Generation",138.523302,-34.806875,"Via The Grand Trunkway","AGL SA GENERATION PTY LIMITED"
11,"091105092","SA","http://www.agl.com.au","Gas fired co-gen plant supplying steam and electricity to brewery","520216","5010","49091105092","SA","SA0440","2611","2006/2007","AGL Coopers Cogeneration","Regency Park","Fossil Fuel Electricity Generation",138.5726,-34.872662,"461 SOUTH ROAD","AGL SOUTH AUSTRALIA PTY LIMITED"
13,null,"NSW","http://www.agl.com.au","Dehydration and compression of coal seam methane gas","483610","2560","58115063744","NSW","1039","1701","2004/2005","AGL Rosalind Park Gas Plant","Menangle","Petroleum Refining and Petroleum Fuel Manufacturing",150.770258,-34.11915,"Lot 35 Medhurst Road","AGL UPSTREAM INVESTMENTS PTY LTD"
2,null,"NSW","http://www.agl.com.au","LNG storage facility","626808","2322","58115063744","NSW","1474","2700","2015/2016","Newcastle Gas Storage Facility","Tomago","Gas Supply",151.72944,-32.812492,"5 Old Punt Road","AGL UPSTREAM INVESTMENTS PTY LTD"
19,"098385883","WA","http://www.goldfields.co.za/ops_int_agnew.php","Gold ore mining and processing","539774","6437","39098385883","WA","WA0188","0804","1998/1999","Agnew Gold Mine","Leinster","Gold Ore Mining",120.505,-27.999444,"LEINSTER-SANDSTONE RD VIA","AGNEW GOLD MINING COMPANY PTY LTD"
3,"004385782","VIC","http://www.airliquide.com.au","Manufacture and distribution of industrial gases (Oxygen, Nitrogen, Argon and Carbon Dioxide)","532338","3018","57004385782","VIC","00007069","1811","2004/2005","AIR LIQUIDE AUST LTD","Altona","Industrial Gas Manufacturing",144.792967,-37.84593,"631 KOROROIT CREEK RD","AIR LIQUIDE AUST LTD"
15,"008694166","WA","http://www.airliquidewa.com.au","Manufacture of acetylene gas. Refilling industrial and medical gas cylinders.","544010","6166","52008694166","WA","WA0522","1811","2001/2002","Air Liquide Henderson","Henderson","Industrial Gas Manufacturing",115.77,-32.1525,"3 Channel Close","AIR LIQUIDE WA PTY LTD"
16,"005037856","VIC","http://www.airrads.com.au","Industrial radiator manufacturing including sheet metal fabrication, spray painting, assembly, machining, and soldering.","535036","3212","66005037856","VIC","00020244","2419","2001/2002","AIR-RADIATORS PTY LTD","Lara","Other Professional and Scientific Equipment Manufacturing",144.385926,-38.051512,"45 HEALES RD","AIR-RADIATORS PTY LTD"
18,"144967215","VIC","http://www.airstep.com.au","Rubber product manufacturing","524948","3175","24144967215","VIC","00004082","1920","1999/2000","AIRSTEP AUSTRALIA PTY LTD","Dandenong","Natural Rubber Product Manufacturing",145.224475,-38.00193,"20 SOUTH GIPPSLAND HWY","AIRSTEP AUSTRALIA PTY LTD"
12,"093344328","VIC","http://www.aiwprinting.com.au","The facility operates printing presses and produces retail catalogues, magazine, newspaper inserts and advertising brochures.","536202","3171","35093344328","VIC","00026446","1611","2004/2005","AIW PRINTING PTY LTD","Springvale","Printing",145.1513,-37.942,"26-30 PARSONS AV","AIW PRINTING PTY LTD"
10,null,"VIC",null,"Intensive Piggery","536568","3557","50680647640","VIC","00029071","0192","2006/2007","AJ & NM CARR PARTNERSHIP","Goornong","Pig Farming",144.467194,-36.57349,"129 CHALKLEYS RD","AJ & NM CARR PARTNERSHIP"
4,"000119424","WA",null,"Paint production","536640","6107","59000119424","WA","WA0003","1916","1998/1999","AKZO NOBEL","Queens Park","Paint and Coatings Manufacturing",115.938611,-32.0,"170 HAMILTON ST","AKZO NOBEL P/L"
5,null,"NSW",null,"Piggery","603144","2646","81080140692","NSW","1378","0192","2012/2013","Hopefield Piggery","Hopefield","Pig Farming",146.439827681,-35.891666336,"Hopefield Road","HOPEFIELD HOLDINGS PTY LTD"
16,"000119424","QLD","http://www.akzonobel.com","Manufacture of industrial surface coatings (paint)","498648","4104","59000119424","QLD","Q006AKZ001","1916","1998/1999","Akzo Nobel Pty Limited","Yeronga","Paint and Coatings Manufacturing",153.012709,-27.510209,"115 HYDE RD","AKZO NOBEL PTY LIMITED"
2,null,"NSW","http://www.spotless.com","Laundry washing (Aladdin's laundry shut down in June 2015 with operations consolidated into Spotless' North Rocks laundry)","611944","2151","11069967291","NSW","1422","9531","2013/2014","Aladdin Laundry","North Parramatta","Laundry and Dry-Cleaning Services",151.002698,-33.798773,"8 Dunlop St","ALADDIN LAUNDRY PTY LIMITED"
15,"004234137","VIC","http://www.albright.com.au","Inorganic industrial chemical manufacturing.","526192","3013","36004234137","VIC","00004208","1813","1999/2000","ALBRIGHT & WILSON (AUSTRALIA) LIMITED","Yarraville","Basic Inorganic Chemical Manufacturing",144.902771,-37.820904,"295 WHITEHALL ST","ALBRIGHT & WILSON (AUSTRALIA) LIMITED"
8,"004234137","NSW","http://www.albright.com.au","Surfactant Chemical manufacturing","569400","2164","36004234137","NSW","1255","1812","2009/2010","Albright & Wilson (Aust Ltd)","Wetherill Park","Basic Organic Chemical Manufacturing",150.897475,-33.835382,"22 Davis Rd","ALBRIGHT & WILSON (AUSTRALIA) LIMITED"
